"srprec","tract","block","blkreg","srtotreg","pctsrprec","blktotreg","pctblk"
"7323","10800","3004","17","962","1.767151767","17","100"
"7323","10800","3005","87","962","9.043659043","87","100"
"7323","10800","3006","125","962","12.993762993","125","100"
"7323","10800","3007","75","962","7.796257796","75","100"
"7323","11200","1000","33","962","3.43035343","33","100"
"7323","11200","1001","55","962","5.717255717","55","100"
"7323","11200","1002","109","962","11.33056133","109","100"
"7323","11200","1004","169","962","17.567567567","169","100"
"7323","11200","1005","118","962","12.266112266","118","100"
"7323","11300","1004","71","962","7.38045738","71","100"
"7323","11300","1006","103","962","10.706860706","103","100"
"7324","11200","1003","178","946","18.816067653","178","100"
"7324","11200","2000","158","946","16.701902748","158","100"
"7324","11200","2001","1","946","0.105708245","1","100"
"7324","11200","4000","116","946","12.262156448","116","100"
"7324","11200","4001","111","946","11.733615221","111","100"
"7324","11200","4002","76","946","8.033826638","76","100"
"7324","11200","4003","58","946","6.131078224","58","100"
"7324","11200","4004","90","946","9.513742071","90","100"
"7324","11902","1002","1","946","0.105708245","1","100"
"7324","11902","1003","157","946","16.596194503","157","100"
"7325","11300","1005","28","945","2.962962962","28","100"
"7325","11300","2000","104","945","11.005291005","104","100"
"7325","11300","2001","76","945","8.042328042","76","100"
"7325","11300","2002","83","945","8.783068783","83","100"
"7325","11300","2003","167","945","17.671957671","167","100"
"7325","61102","2000","15","945","1.587301587","15","100"
"7325","61102","2001","13","945","1.375661375","13","100"
"7325","61102","2002","22","945","2.328042328","22","100"
"7325","61102","2003","183","945","19.365079365","183","100"
"7325","61102","2004","41","945","4.338624338","41","100"
"7325","61102","2005","43","945","4.55026455","43","100"
"7325","61102","2006","51","945","5.396825396","51","100"
"7325","61102","2007","119","945","12.592592592","119","100"
"7326","11300","2004","94","904","10.398230088","94","100"
"7326","11300","2005","234","904","25.884955752","234","100"
"7326","11700","1002","66","904","7.300884955","66","100"
"7326","11800","1001","27","904","2.986725663","27","100"
"7326","11800","1002","70","904","7.743362831","70","100"
"7326","11800","1003","60","904","6.637168141","60","100"
"7326","11800","1004","163","904","18.030973451","163","100"
"7326","11902","1000","134","904","14.823008849","134","100"
"7326","11902","1001","56","904","6.194690265","56","100"
"7327","11102","1001","248","1191","20.822837951","248","100"
"7327","11102","1002","139","1191","11.670864819","139","100"
"7327","11102","1003","60","1191","5.037783375","60","100"
"7327","11102","2001","133","1191","11.167086481","133","100"
"7327","11102","2002","51","1191","4.282115869","51","100"
"7327","11102","2003","102","1191","8.564231738","102","100"
"7327","11102","2006","70","1191","5.877413937","70","100"
"7327","11102","2007","103","1191","8.648194794","103","100"
"7327","12001","1001","17","1191","1.427371956","17","100"
"7327","12001","1002","77","1191","6.465155331","77","100"
"7327","12001","1005","34","1191","2.854743912","34","100"
"7327","12001","1006","157","1191","13.182199832","157","100"
"7328","12002","1001","342","1102","31.034482758","342","100"
"7328","12002","2000","13","1102","1.179673321","13","100"
"7328","12002","2001","75","1102","6.805807622","75","100"
"7328","12002","2004","22","1102","1.996370235","22","100"
"7328","12002","2005","195","1102","17.695099818","195","100"
"7328","12202","1000","109","1102","9.891107078","109","100"
"7328","12202","1001","88","1102","7.985480943","88","100"
"7328","12202","2000","48","1102","4.355716878","48","100"
"7328","12202","2002","35","1102","3.176043557","35","100"
"7328","12203","2000","175","1102","15.880217785","175","100"
"7329","11101","3000","241","948","25.421940928","241","100"
"7329","11102","1000","211","948","22.257383966","211","100"
"7329","11200","2004","2","948","0.210970464","2","100"
"7329","11200","2005","276","948","29.11392405","276","100"
"7329","11901","2000","218","948","22.99578059","218","100"
"7331","11102","2000","125","1087","11.499540018","125","100"
"7331","12001","1000","356","1087","32.750689972","356","100"
"7331","12001","2000","323","1087","29.714811407","323","100"
"7331","12002","1000","283","1087","26.034958601","283","100"
"7332","11901","1001","384","1045","36.746411483","384","100"
"7332","11901","3000","334","1045","31.961722488","334","100"
"7332","12100","2001","327","1045","31.291866028","327","100"
"7333","12100","3001","306","1024","29.8828125","306","100"
"7333","12204","3000","389","1024","37.98828125","389","100"
"7333","12302","1000","211","1024","20.60546875","211","100"
"7333","12302","1001","118","1024","11.5234375","118","100"
"7334","12100","1001","190","1108","17.14801444","190","100"
"7334","12100","1002","3","1108","0.270758122","3","100"
"7334","12100","2000","299","1108","26.985559566","299","100"
"7334","12100","3000","279","1108","25.180505415","279","100"
"7334","12301","3001","1","1108","0.090252707","1","100"
"7334","12302","3001","92","1108","8.303249097","92","100"
"7334","12302","3002","14","1108","1.263537906","14","100"
"7334","12302","3003","122","1108","11.010830324","122","100"
"7334","12302","4000","19","1108","1.714801444","19","100"
"7334","12302","4001","89","1108","8.032490974","89","100"
"7335","11901","1000","393","1157","33.967156439","393","100"
"7335","11902","2000","390","1157","33.707865168","390","100"
"7335","11902","2001","374","1157","32.324978392","374","100"
"7336","11700","1003","126","1004","12.549800796","126","100"
"7336","11700","3001","20","1004","1.992031872","20","100"
"7336","11700","3002","5","1004","0.498007968","5","100"
"7336","11700","3007","1","1004","0.099601593","1","100"
"7336","11700","3008","3","1004","0.29880478","3","100"
"7336","11700","3012","12","1004","1.195219123","12","100"
"7336","11700","3013","4","1004","0.398406374","4","100"
"7336","11700","4007","37","1004","3.685258964","37","100"
"7336","11700","4008","195","1004","19.422310756","195","100"
"7336","11902","3000","191","1004","19.023904382","191","100"
"7336","11902","3001","165","1004","16.434262948","165","100"
"7336","12100","1000","159","1004","15.836653386","159","100"
"7336","12100","1003","64","1004","6.374501992","64","100"
"7336","12301","3000","10","1004","0.996015936","10","100"
"7336","12301","3004","8","1004","0.796812749","8","100"
"7336","12302","3000","4","1004","0.398406374","4","100"
"7337","10500","2012","3","799","0.375469336","3","100"
"7337","10500","2014","17","799","2.127659574","17","100"
"7337","11700","1000","2","799","0.250312891","2","100"
"7337","11700","1001","10","799","1.251564455","10","100"
"7337","11700","1004","5","799","0.625782227","5","100"
"7337","11700","1005","1","799","0.125156445","1","100"
"7337","11700","2000","1","799","0.125156445","1","100"
"7337","11700","2003","2","799","0.250312891","2","100"
"7337","11700","2005","3","799","0.375469336","3","100"
"7337","11700","2008","1","799","0.125156445","1","100"
"7337","11700","2009","4","799","0.500625782","4","100"
"7337","11700","2010","39","799","4.881101376","39","100"
"7337","11700","2012","1","799","0.125156445","1","100"
"7337","11700","2013","7","799","0.876095118","7","100"
"7337","11700","2014","1","799","0.125156445","1","100"
"7337","11700","2015","2","799","0.250312891","2","100"
"7337","11700","2016","3","799","0.375469336","3","100"
"7337","11700","2017","7","799","0.876095118","7","100"
"7337","11700","2018","5","799","0.625782227","5","100"
"7337","11700","2019","4","799","0.500625782","4","100"
"7337","11700","2020","2","799","0.250312891","2","100"
"7337","11700","2021","66","799","8.260325406","66","100"
"7337","11700","2022","30","799","3.754693366","30","100"
"7337","11700","2023","3","799","0.375469336","3","100"
"7337","11700","3000","4","799","0.500625782","4","100"
"7337","11700","3005","5","799","0.625782227","5","100"
"7337","11700","3006","45","799","5.63204005","45","100"
"7337","11700","3009","2","799","0.250312891","2","100"
"7337","11700","4001","1","799","0.125156445","1","100"
"7337","11700","4002","1","799","0.125156445","1","100"
"7337","11700","4003","90","799","11.2640801","90","100"
"7337","11700","4004","4","799","0.500625782","4","100"
"7337","11700","4005","16","799","2.002503128","16","100"
"7337","11700","4006","4","799","0.500625782","4","100"
"7337","11700","4009","1","799","0.125156445","1","100"
"7337","11700","4010","6","799","0.750938673","6","100"
"7337","11700","4011","24","799","3.003754693","24","100"
"7337","11800","1000","105","799","13.141426783","105","100"
"7337","11800","1005","35","799","4.380475594","35","100"
"7337","11800","1006","99","799","12.39048811","99","100"
"7337","61101","2017","108","799","13.51689612","108","100"
"7337","61101","2018","1","799","0.125156445","1","100"
"7337","61101","2020","4","799","0.500625782","4","100"
"7337","61101","2022","3","799","0.375469336","3","100"
"7337","61101","2023","5","799","0.625782227","5","100"
"7337","61101","2025","17","799","2.127659574","17","100"
"7338","11700","3010","1","127","0.787401574","1","100"
"7338","11700","3011","19","127","14.960629921","19","100"
"7338","12301","3002","22","127","17.322834645","22","100"
"7338","12503","1000","13","127","10.236220472","13","100"
"7338","12503","1001","63","127","49.606299212","63","100"
"7338","12503","2000","1","127","0.787401574","1","100"
"7338","12503","2001","8","127","6.299212598","8","100"
"7501","15202","2003","22","844","2.606635071","22","100"
"7501","15202","2004","54","844","6.398104265","54","100"
"7501","15202","2005","75","844","8.886255924","75","100"
"7501","15202","2006","56","844","6.63507109","56","100"
"7501","15202","2007","148","844","17.535545023","148","100"
"7501","15202","2008","76","844","9.004739336","76","100"
"7501","15202","2009","55","844","6.516587677","55","100"
"7501","15500","1000","123","844","14.573459715","123","100"
"7501","15500","1001","212","844","25.118483412","212","100"
"7501","15500","1005","20","844","2.369668246","20","100"
"7501","15500","1006","3","844","0.355450236","3","100"
"7502","15202","1000","138","704","19.602272727","138","100"
"7502","15202","1002","110","704","15.625","110","100"
"7502","15202","1003","134","704","19.034090909","134","100"
"7502","15202","1004","113","704","16.051136363","113","100"
"7502","15202","1005","89","704","12.642045454","89","100"
"7502","15500","4001","1","704","0.142045454","1","100"
"7502","15500","4002","33","704","4.6875","33","100"
"7502","15500","4003","86","704","12.21590909","86","100"
"7503","15201","1001","202","1127","17.923691215","202","100"
"7503","15201","1002","29","1127","2.573203194","29","100"
"7503","15201","1003","68","1127","6.033717834","68","100"
"7503","15201","1004","73","1127","6.477373558","73","100"
"7503","15201","1005","172","1127","15.261756876","172","100"
"7503","15201","2001","165","1127","14.640638864","165","100"
"7503","15500","3000","418","1127","37.089618456","418","100"
"7504","15801","2003","122","1223","9.975470155","122","100"
"7504","15801","2007","132","1223","10.793131643","132","100"
"7504","15801","2010","169","1223","13.818479149","169","100"
"7504","15802","1002","199","1223","16.271463614","199","100"
"7504","15802","1004","158","1223","12.919051512","158","100"
"7504","15802","2005","76","1223","6.214227309","76","100"
"7504","15802","2006","131","1223","10.711365494","131","100"
"7504","15802","2008","236","1223","19.29681112","236","100"
"7505","15801","1000","5","1095","0.456621004","5","100"
"7505","15801","1001","149","1095","13.607305936","149","100"
"7505","15801","1002","192","1095","17.534246575","192","100"
"7505","15801","1003","6","1095","0.547945205","6","100"
"7505","15801","2000","180","1095","16.438356164","180","100"
"7505","15801","2001","75","1095","6.849315068","75","100"
"7505","15801","2002","66","1095","6.02739726","66","100"
"7505","15801","2006","100","1095","9.132420091","100","100"
"7505","15801","2011","133","1095","12.146118721","133","100"
"7505","15801","3001","189","1095","17.260273972","189","100"
"7506","15900","3000","494","1026","48.148148148","494","100"
"7506","15900","4001","146","1026","14.230019493","146","100"
"7506","15900","4002","119","1026","11.598440545","119","100"
"7506","15900","4003","5","1026","0.487329434","5","100"
"7506","15900","4004","262","1026","25.536062378","262","100"
"7507","15900","2000","163","977","16.68372569","163","100"
"7507","15900","2001","132","977","13.510747185","132","100"
"7507","15900","2002","97","977","9.928352098","97","100"
"7507","15900","2003","117","977","11.975435005","117","100"
"7507","15900","2004","26","977","2.661207778","26","100"
"7507","15900","2005","94","977","9.621289662","94","100"
"7507","16102","2000","137","977","14.022517911","137","100"
"7507","16102","2001","211","977","21.596724667","211","100"
"7508","15801","3002","86","1017","8.456243854","86","100"
"7508","15801","3005","143","1017","14.060963618","143","100"
"7508","15802","1000","125","1017","12.291052114","125","100"
"7508","15802","1001","107","1017","10.521140609","107","100"
"7508","15802","1005","219","1017","21.533923303","219","100"
"7508","15802","2002","71","1017","6.9813176","71","100"
"7508","15802","2003","141","1017","13.864306784","141","100"
"7508","15802","2004","48","1017","4.719764011","48","100"
"7508","15802","2010","77","1017","7.571288102","77","100"
"7509","15801","3000","139","1089","12.764003673","139","100"
"7509","15801","3003","165","1089","15.151515151","165","100"
"7509","16101","1000","150","1089","13.774104683","150","100"
"7509","16101","2000","260","1089","23.875114784","260","100"
"7509","16101","2001","244","1089","22.405876951","244","100"
"7509","16101","2002","63","1089","5.785123966","63","100"
"7509","16101","2003","68","1089","6.244260789","68","100"
"7511","16102","1000","14","1112","1.258992805","14","100"
"7511","16102","1001","11","1112","0.989208633","11","100"
"7511","16102","1002","233","1112","20.95323741","233","100"
"7511","16102","2002","398","1112","35.791366906","398","100"
"7511","16102","2003","189","1112","16.996402877","189","100"
"7511","16102","2004","113","1112","10.161870503","113","100"
"7511","16102","2005","154","1112","13.848920863","154","100"
"7512","16000","1007","166","1103","15.049864007","166","100"
"7512","16000","2007","57","1103","5.167724388","57","100"
"7512","16102","1003","300","1103","27.19854941","300","100"
"7512","16200","1001","61","1103","5.530371713","61","100"
"7512","16200","1002","141","1103","12.783318223","141","100"
"7512","16200","1003","165","1103","14.959202175","165","100"
"7512","16200","3000","82","1103","7.434270172","82","100"
"7512","16200","3001","131","1103","11.876699909","131","100"
"7513","16400","2000","182","1098","16.575591985","182","100"
"7513","16400","2003","174","1098","15.846994535","174","100"
"7513","16400","2004","161","1098","14.663023679","161","100"
"7513","16400","2005","88","1098","8.014571948","88","100"
"7513","16400","3001","283","1098","25.77413479","283","100"
"7513","16400","3004","210","1098","19.12568306","210","100"
"7514","15801","3004","176","1273","13.825608798","176","100"
"7514","15802","2000","107","1273","8.405341712","107","100"
"7514","15802","2001","41","1273","3.220738413","41","100"
"7514","16101","1001","403","1273","31.657501963","403","100"
"7514","16101","1004","109","1273","8.562450903","109","100"
"7514","16101","1005","108","1273","8.483896307","108","100"
"7514","16300","3000","94","1273","7.384131971","94","100"
"7514","16300","3001","235","1273","18.460329929","235","100"
"7515","16101","1002","87","1167","7.455012853","87","100"
"7515","16101","1003","76","1167","6.512425021","76","100"
"7515","16300","1000","281","1167","24.078834618","281","100"
"7515","16300","1001","68","1167","5.826906598","68","100"
"7515","16300","1002","64","1167","5.484147386","64","100"
"7515","16300","1003","54","1167","4.627249357","54","100"
"7515","16300","1004","85","1167","7.283633247","85","100"
"7515","16300","2000","58","1167","4.970008568","58","100"
"7515","16300","2001","105","1167","8.997429305","105","100"
"7515","16300","4000","154","1167","13.196229648","154","100"
"7515","16300","4001","135","1167","11.568123393","135","100"
"7516","16200","1004","83","866","9.584295612","83","100"
"7516","16200","1005","46","866","5.31177829","46","100"
"7516","16200","1007","77","866","8.891454965","77","100"
"7516","16200","1008","75","866","8.660508083","75","100"
"7516","16200","2000","6","866","0.692840646","6","100"
"7516","16200","2001","77","866","8.891454965","77","100"
"7516","16200","2002","50","866","5.773672055","50","100"
"7516","16200","2003","35","866","4.041570438","35","100"
"7516","16200","2004","61","866","7.043879907","61","100"
"7516","16200","3002","84","866","9.699769053","84","100"
"7516","16200","3003","90","866","10.392609699","90","100"
"7516","16200","3004","76","866","8.775981524","76","100"
"7516","16200","3005","106","866","12.240184757","106","100"
"7517","16700","1001","166","1145","14.497816593","166","100"
"7517","16700","1002","163","1145","14.23580786","163","100"
"7517","16700","1004","221","1145","19.301310043","221","100"
"7517","16700","1005","172","1145","15.021834061","172","100"
"7517","16700","3000","132","1145","11.528384279","132","100"
"7517","16700","4000","126","1145","11.004366812","126","100"
"7517","16700","4005","165","1145","14.410480349","165","100"
"7518","16300","3002","207","949","21.812434141","207","100"
"7518","16300","3003","211","949","22.233930453","211","100"
"7518","16300","4002","175","949","18.440463645","175","100"
"7518","16300","4003","155","949","16.332982086","155","100"
"7518","16400","3002","44","949","4.63645943","44","100"
"7518","16400","3003","157","949","16.543730242","157","100"
"7519","16700","1000","233","1199","19.432860717","233","100"
"7519","16700","1003","168","1199","14.011676396","168","100"
"7519","16801","1000","213","1199","17.764804003","213","100"
"7519","16801","1001","203","1199","16.930775646","203","100"
"7519","16801","1002","167","1199","13.928273561","167","100"
"7519","16802","2002","215","1199","17.931609674","215","100"
"7521","16801","1003","190","1055","18.009478672","190","100"
"7521","16801","1004","81","1055","7.677725118","81","100"
"7521","16801","1005","99","1055","9.383886255","99","100"
"7521","16801","2000","114","1055","10.805687203","114","100"
"7521","16801","2001","95","1055","9.004739336","95","100"
"7521","16801","2002","77","1055","7.298578199","77","100"
"7521","16801","2003","89","1055","8.436018957","89","100"
"7521","16801","3001","84","1055","7.962085308","84","100"
"7521","16801","3004","116","1055","10.995260663","116","100"
"7521","16801","3005","52","1055","4.928909952","52","100"
"7521","16801","3006","18","1055","1.706161137","18","100"
"7521","16801","3007","40","1055","3.791469194","40","100"
"7522","16300","2002","60","1163","5.159071367","60","100"
"7522","16300","2003","98","1163","8.426483233","98","100"
"7522","16300","2004","68","1163","5.846947549","68","100"
"7522","16300","2005","85","1163","7.308684436","85","100"
"7522","16300","2006","93","1163","7.996560619","93","100"
"7522","16300","2007","107","1163","9.200343938","107","100"
"7522","16802","2000","86","1163","7.394668959","86","100"
"7522","16802","2001","126","1163","10.834049871","126","100"
"7522","16802","2003","120","1163","10.318142734","120","100"
"7522","16802","2004","158","1163","13.5855546","158","100"
"7522","16802","2005","94","1163","8.082545141","94","100"
"7522","16802","2006","68","1163","5.846947549","68","100"
"7523","16200","2005","55","977","5.629477993","55","100"
"7523","16200","2009","93","977","9.518935516","93","100"
"7523","16200","2010","132","977","13.510747185","132","100"
"7523","16200","3006","229","977","23.439099283","229","100"
"7523","16802","1001","31","977","3.172978505","31","100"
"7523","16802","1002","71","977","7.267144319","71","100"
"7523","16802","1003","116","977","11.873080859","116","100"
"7523","16802","3000","78","977","7.983623336","78","100"
"7523","16802","3001","61","977","6.243602865","61","100"
"7523","16802","3002","111","977","11.361310133","111","100"
"7524","12202","1002","250","737","33.921302578","250","100"
"7524","12202","2003","39","737","5.291723202","39","100"
"7524","12202","2004","49","737","6.648575305","49","100"
"7524","12202","2005","158","737","21.438263229","158","100"
"7524","12203","2001","241","737","32.700135685","241","100"
"7525","12204","2000","342","998","34.268537074","342","100"
"7525","12302","2000","291","998","29.158316633","291","100"
"7525","12302","2001","107","998","10.721442885","107","100"
"7525","12302","4002","196","998","19.639278557","196","100"
"7525","12302","4003","62","998","6.212424849","62","100"
"7526","12202","2006","99","1155","8.571428571","99","100"
"7526","12202","2007","46","1155","3.982683982","46","100"
"7526","12202","2008","55","1155","4.761904761","55","100"
"7526","12202","2009","51","1155","4.415584415","51","100"
"7526","12406","1000","125","1155","10.822510822","125","100"
"7526","12406","1001","165","1155","14.285714285","165","100"
"7526","12406","1002","48","1155","4.155844155","48","100"
"7526","12406","1003","42","1155","3.636363636","42","100"
"7526","12406","2000","110","1155","9.523809523","110","100"
"7526","12406","2001","89","1155","7.705627705","89","100"
"7526","12406","2002","178","1155","15.411255411","178","100"
"7526","12406","2003","147","1155","12.727272727","147","100"
"7527","12203","1000","347","1205","28.796680497","347","100"
"7527","12204","1000","398","1205","33.029045643","398","100"
"7527","12301","1000","460","1205","38.174273858","460","100"
"7528","12403","1000","164","937","17.502668089","164","100"
"7528","12404","2000","381","937","40.661686232","381","100"
"7528","12502","2000","392","937","41.835645677","392","100"
"7529","12403","1001","310","1016","30.511811023","310","100"
"7529","12404","1000","360","1016","35.433070866","360","100"
"7529","12502","4000","346","1016","34.05511811","346","100"
"7531","12403","2000","279","964","28.941908713","279","100"
"7531","12404","3000","281","964","29.149377593","281","100"
"7531","12503","3002","404","964","41.908713692","404","100"
"7532","12405","1000","119","919","12.948857453","119","100"
"7532","12405","1001","2","919","0.217627856","2","100"
"7532","12405","1002","142","919","15.451577801","142","100"
"7532","12405","1003","6","919","0.652883569","6","100"
"7532","12405","1005","1","919","0.108813928","1","100"
"7532","12405","1006","16","919","1.74102285","16","100"
"7532","12405","3001","2","919","0.217627856","2","100"
"7532","12405","3004","50","919","5.440696409","50","100"
"7532","12405","3006","34","919","3.699673558","34","100"
"7532","12405","3007","2","919","0.217627856","2","100"
"7532","12405","3008","4","919","0.435255712","4","100"
"7532","12405","3011","2","919","0.217627856","2","100"
"7532","12405","3012","1","919","0.108813928","1","100"
"7532","12503","3003","192","919","20.892274211","192","100"
"7532","12504","1000","297","919","32.31773667","297","100"
"7532","12504","1001","49","919","5.33188248","49","100"
"7533","12301","2000","432","1178","36.672325976","432","100"
"7533","12301","3003","82","1178","6.960950764","82","100"
"7533","12301","3005","10","1178","0.848896434","10","100"
"7533","12502","1000","375","1178","31.833616298","375","100"
"7533","12503","2002","279","1178","23.684210526","279","100"
"7534","12502","3000","406","941","43.145589798","406","100"
"7534","12503","1002","284","941","30.180658873","284","100"
"7534","12503","3000","24","941","2.550478214","24","100"
"7534","12503","3001","227","941","24.123273113","227","100"
"7601","16200","2006","111","716","15.502793296","111","100"
"7601","16802","1000","71","716","9.916201117","71","100"
"7601","16802","1004","133","716","18.575418994","133","100"
"7601","16802","1005","73","716","10.195530726","73","100"
"7601","16802","1006","91","716","12.709497206","91","100"
"7601","16802","1007","42","716","5.865921787","42","100"
"7601","16802","1008","31","716","4.329608938","31","100"
"7601","16802","1009","48","716","6.703910614","48","100"
"7601","16802","1010","116","716","16.201117318","116","100"
"7602","20101","1001","175","970","18.041237113","175","100"
"7602","20101","1002","57","970","5.876288659","57","100"
"7602","20101","1004","30","970","3.092783505","30","100"
"7602","20101","1005","40","970","4.12371134","40","100"
"7602","20101","1006","199","970","20.515463917","199","100"
"7602","20101","1010","109","970","11.237113402","109","100"
"7602","20101","1011","129","970","13.298969072","129","100"
"7602","20101","1012","195","970","20.103092783","195","100"
"7602","20202","1000","36","970","3.711340206","36","100"
"7603","12405","1007","85","1191","7.136859781","85","100"
"7603","12405","2002","146","1191","12.258606213","146","100"
"7603","12405","2003","670","1191","56.255247691","670","100"
"7603","12405","2005","9","1191","0.755667506","9","100"
"7603","12405","3009","8","1191","0.67170445","8","100"
"7603","12405","3010","273","1191","22.921914357","273","100"
"7604","17603","4000","631","881","71.623155505","631","100"
"7604","17700","2000","250","881","28.376844494","250","100"
"7605","17603","3005","84","771","10.894941634","84","100"
"7605","17603","3006","63","771","8.171206225","63","100"
"7605","17603","3007","23","771","2.98313878","23","100"
"7605","17700","2003","15","771","1.945525291","15","100"
"7605","17700","2004","56","771","7.263294422","56","100"
"7605","17700","2005","60","771","7.782101167","60","100"
"7605","17700","2006","24","771","3.112840466","24","100"
"7605","17700","2007","114","771","14.785992217","114","100"
"7605","17700","2008","15","771","1.945525291","15","100"
"7605","17700","2009","32","771","4.150453955","32","100"
"7605","17700","2010","44","771","5.706874189","44","100"
"7605","17700","2011","21","771","2.723735408","21","100"
"7605","17700","2012","100","771","12.970168612","100","100"
"7605","17700","2013","65","771","8.430609597","65","100"
"7605","17700","2014","46","771","5.966277561","46","100"
"7605","17700","2015","9","771","1.167315175","9","100"
"7606","17603","1000","318","967","32.885211995","318","100"
"7606","17603","1001","37","967","3.826266804","37","100"
"7606","17603","1002","130","967","13.443640124","130","100"
"7606","17603","1003","110","967","11.375387797","110","100"
"7606","17603","3001","255","967","26.370217166","255","100"
"7606","17603","3002","63","967","6.514994829","63","100"
"7606","17603","3003","35","967","3.619441571","35","100"
"7606","17603","3004","19","967","1.96483971","19","100"
"7607","17803","1000","59","771","7.652399481","59","100"
"7607","17803","1001","75","771","9.727626459","75","100"
"7607","17803","1002","46","771","5.966277561","46","100"
"7607","17803","1003","125","771","16.212710765","125","100"
"7607","17803","1004","158","771","20.492866407","158","100"
"7607","17803","1005","47","771","6.095979247","47","100"
"7607","17803","2002","36","771","4.6692607","36","100"
"7607","17803","2003","148","771","19.195849546","148","100"
"7607","17803","2004","77","771","9.987029831","77","100"
"7608","17604","1000","215","1196","17.976588628","215","100"
"7608","17604","1001","12","1196","1.003344481","12","100"
"7608","17604","2000","969","1196","81.020066889","969","100"
"7609","17603","2000","13","979","1.327885597","13","100"
"7609","17603","2001","170","979","17.364657814","170","100"
"7609","17603","2002","277","979","28.294177732","277","100"
"7609","17603","2003","20","979","2.042900919","20","100"
"7609","17804","1004","96","979","9.805924412","96","100"
"7609","17804","1005","161","979","16.4453524","161","100"
"7609","17804","1006","180","979","18.386108273","180","100"
"7609","17804","1007","62","979","6.332992849","62","100"
"7611","17803","2000","36","588","6.122448979","36","100"
"7611","17803","2001","228","588","38.775510204","228","100"
"7611","17804","3005","31","588","5.272108843","31","100"
"7611","17804","3006","286","588","48.639455782","286","100"
"7611","17804","3007","7","588","1.19047619","7","100"
"7612","17700","1002","5","759","0.658761528","5","100"
"7612","17700","1007","26","759","3.425559947","26","100"
"7612","17700","1009","3","759","0.395256916","3","100"
"7612","18000","3001","254","759","33.465085638","254","100"
"7612","18000","3002","14","759","1.844532279","14","100"
"7612","18000","4009","31","759","4.084321475","31","100"
"7612","18000","4011","7","759","0.922266139","7","100"
"7612","18000","4012","80","759","10.540184453","80","100"
"7612","18000","4014","2","759","0.263504611","2","100"
"7612","18000","4015","127","759","16.732542819","127","100"
"7612","18000","4016","23","759","3.03030303","23","100"
"7612","18000","4017","46","759","6.06060606","46","100"
"7612","18000","4018","2","759","0.263504611","2","100"
"7612","18000","4019","9","759","1.18577075","9","100"
"7612","18000","4020","9","759","1.18577075","9","100"
"7612","18000","4021","1","759","0.131752305","1","100"
"7612","60702","1004","120","759","15.810276679","120","100"
"7613","17700","1000","1","831","0.120336943","1","100"
"7613","17700","1001","1","831","0.120336943","1","100"
"7613","17700","1003","1","831","0.120336943","1","100"
"7613","17700","1004","1","831","0.120336943","1","100"
"7613","17700","1016","39","831","4.693140794","39","100"
"7613","17700","1017","1","831","0.120336943","1","100"
"7613","60702","1005","317","831","38.14681107","317","100"
"7613","60702","1008","153","831","18.411552346","153","100"
"7613","60702","1010","1","831","0.120336943","1","100"
"7613","60702","1011","10","831","1.203369434","10","100"
"7613","60702","1012","1","831","0.120336943","1","100"
"7613","60702","1013","1","831","0.120336943","1","100"
"7613","60702","1015","1","831","0.120336943","1","100"
"7613","60702","1021","254","831","30.565583634","254","100"
"7613","60702","1022","45","831","5.415162454","45","100"
"7613","60702","1025","3","831","0.36101083","3","100"
"7613","60702","1026","1","831","0.120336943","1","100"
"7614","17602","1000","327","958","34.133611691","327","100"
"7614","17602","1001","114","958","11.899791231","114","100"
"7614","17602","1004","48","958","5.010438413","48","100"
"7614","17604","3000","100","958","10.438413361","100","100"
"7614","17604","3001","369","958","38.517745302","369","100"
"7615","17602","1002","185","892","20.739910313","185","100"
"7615","17602","1003","208","892","23.31838565","208","100"
"7615","17804","1000","120","892","13.452914798","120","100"
"7615","17804","1001","116","892","13.004484304","116","100"
"7615","17804","1002","113","892","12.668161434","113","100"
"7615","17804","1003","150","892","16.816143497","150","100"
"7616","17804","3000","50","599","8.347245409","50","100"
"7616","17804","3001","102","599","17.028380634","102","100"
"7616","17804","3002","2","599","0.333889816","2","100"
"7616","17804","3003","12","599","2.003338898","12","100"
"7616","17804","4000","97","599","16.193656093","97","100"
"7616","17804","4001","92","599","15.358931552","92","100"
"7616","17804","4002","201","599","33.555926544","201","100"
"7616","17804","4003","43","599","7.178631051","43","100"
"7617","18000","2004","12","894","1.342281879","12","100"
"7617","18000","2006","40","894","4.47427293","40","100"
"7617","18000","2007","10","894","1.118568232","10","100"
"7617","18000","2008","5","894","0.559284116","5","100"
"7617","18000","2009","6","894","0.671140939","6","100"
"7617","18000","2010","5","894","0.559284116","5","100"
"7617","18000","2011","3","894","0.335570469","3","100"
"7617","18000","2012","3","894","0.335570469","3","100"
"7617","18000","3000","127","894","14.205816554","127","100"
"7617","18000","4002","234","894","26.174496644","234","100"
"7617","18000","4004","8","894","0.894854586","8","100"
"7617","18000","4005","62","894","6.935123042","62","100"
"7617","18000","4006","79","894","8.836689038","79","100"
"7617","18000","4007","13","894","1.454138702","13","100"
"7617","18000","4008","8","894","0.894854586","8","100"
"7617","60703","3000","174","894","19.463087248","174","100"
"7617","60703","3001","105","894","11.744966442","105","100"
"7618","60702","1001","268","694","38.616714697","268","100"
"7618","60703","3003","426","694","61.383285302","426","100"
"7619","60703","2002","328","670","48.95522388","381","86.089238845"
