ResponseId,sex,region,age5,educ4,race5,hispanic,weduc,pres,inputregstate,ideo5,religpew,newsint,urbancity
cheap_americanbulldog,1,3,2,1,1,2,1,4,,Moderate,Other,Most of the time,Suburban
semidivine_imperatorangel,1,3,4,3,5,2,7,1,South Carolina,Moderate,Nothing in particular,Most of the time,Suburban
halfsyllabled_polliwog,2,3,4,2,4,2,6,4,,Conservative,Hindu,Hardly at all,Urban
symmetric_lunamoth,1,3,3,3,1,2,3,2,Florida,Conservative,Protestant,Some of the time,Urban
interuniversity_noctilio,2,1,4,2,1,2,2,2,Massachusetts,Conservative,Roman Catholic,Only now and then,Suburban
hulkingsuperstrong_wallaroo,1,2,2,3,1,2,3,4,Idaho,Moderate,Roman Catholic,Most of the time,Urban
warless_grayfox,2,2,3,2,1,2,2,4,Illinois,Conservative,Other,Most of the time,Suburban
lyrical_fulmar,2,2,1,2,2,2,6,1,Ohio,Very liberal,Roman Catholic,Most of the time,Urban
suburban_steer,1,2,1,1,5,2,5,4,Ohio,Not sure,Nothing in particular,Only now and then,Suburban
axiomatic_colt,1,1,2,2,1,2,2,4,Mississippi,Liberal,Eastern or Greek Orthodox,Some of the time,Rural area
criticisable_zebraswallowtailbutterfly,2,2,5,2,1,2,2,1,Missouri,Moderate,Roman Catholic,Most of the time,Rural area
abnormal_pupfish,2,1,4,2,1,2,2,4,,Not sure,Protestant,Hardly at all,Rural area
blowy_waterbug,1,1,5,2,1,2,2,1,Maine,Not sure,Roman Catholic,Some of the time,Rural area
ghastful_fishingcat,2,1,1,1,1,2,1,4,,Not sure,Nothing in particular,Hardly at all,Suburban
reputable_hairstreak,1,4,5,4,3,1,8,1,Oregon,Liberal,Nothing in particular,Most of the time,Rural area
secondary_horsemouse,2,2,1,1,1,2,1,4,Ohio,Moderate,Nothing in particular,Some of the time,Rural area
letterperfect_asiaticmouflon,2,1,1,1,4,2,5,1,New York,Liberal,Other,Some of the time,Rural area
unliberalised_doe,1,1,2,4,1,2,4,1,New York,Very liberal,Muslim,Most of the time,Suburban
heedless_guineafowl,2,1,1,1,3,1,5,4,,Not sure,Other,Hardly at all,Urban
gigantesque_yak,1,4,3,4,1,2,4,1,California,Very liberal,Protestant,Most of the time,Urban
uncleanable_tanager,2,3,1,1,3,1,5,1,Virginia,Not sure,Nothing in particular,Only now and then,Suburban
truehearted_widowspider,2,1,5,2,1,2,2,2,Pennsylvania,Conservative,Protestant,Some of the time,Suburban
tourmalinic_pangolin,1,1,4,2,1,2,2,1,Pennsylvania,Very liberal,Roman Catholic,Most of the time,Urban
cheeky_pharaohhound,2,4,4,2,3,1,6,4,California,Conservative,Roman Catholic,Some of the time,Suburban
belligerent_grackle,1,3,2,1,1,2,1,1,North Carolina,Moderate,Nothing in particular,Only now and then,Rural area
social_hatchetfish,1,1,3,4,1,2,4,1,Massachusetts,Very conservative,Roman Catholic,Most of the time,Rural area
vinegarish_pondskater,1,3,1,3,1,2,3,2,Florida,Liberal,Nothing in particular,Most of the time,Urban
vitriolic_mantisray,2,1,1,2,1,2,2,1,Pennsylvania,Moderate,Protestant,Some of the time,Suburban
unalliterated_stilt,2,4,5,2,1,2,2,1,Arizona,Liberal,Protestant,Some of the time,Suburban
serpentine_snowmonkey,1,4,2,4,1,2,4,1,California,Liberal,Muslim,Most of the time,Urban
unanimating_jackrabbit,1,4,2,3,4,2,7,1,California,Liberal,Other,Some of the time,Suburban
hilly_bobwhite,2,3,5,4,1,2,4,1,Georgia,Moderate,Protestant,Most of the time,Suburban
leafed_wolverine,2,3,3,2,1,2,2,2,Florida,Moderate,Other,Some of the time,Rural area
titanous_monkfish,1,3,3,3,1,2,3,2,Florida,Conservative,Nothing in particular,Hardly at all,Suburban
subterrestrial_chihuahua,1,2,2,3,1,2,3,1,Iowa,Conservative,Other,Only now and then,Suburban
pseudoinsane_kingfisher,1,2,4,2,1,2,2,4,,Moderate,Nothing in particular,Some of the time,Suburban
nonspiritous_finch,1,1,5,3,1,2,3,1,Rhode Island,Moderate,Roman Catholic,Most of the time,Rural area
deducible_herculesbeetle,1,3,3,2,1,2,2,1,South Carolina,Moderate,Nothing in particular,Most of the time,Rural area
necromantic_vipersquid,2,4,4,4,3,1,8,1,California,Very liberal,Protestant,Most of the time,Suburban
astrakhan_lion,2,3,4,3,1,2,3,2,Oklahoma,Conservative,Protestant,Most of the time,Rural area
indigo_equestrian,1,1,4,4,1,2,4,1,Pennsylvania,Liberal,Roman Catholic,Most of the time,Urban
superzealous_xuanhanosaurus,1,3,2,3,1,2,3,1,Louisiana,Very liberal,Atheist,Some of the time,Urban
goodtempered_atlanticbluetang,2,1,4,3,1,2,3,2,New Jersey,Conservative,Roman Catholic,Most of the time,Suburban
snowclad_javalina,1,3,3,3,1,2,3,2,Tennessee,Conservative,Roman Catholic,Most of the time,Suburban
nostalgic_virginiaopossum,2,2,1,2,1,2,2,1,Maryland,Very liberal,Nothing in particular,Some of the time,Urban
ethnolinguistic_darklingbeetle,1,2,1,1,1,2,1,1,Michigan,Liberal,Atheist,Only now and then,Suburban
quartzitic_americanavocet,2,2,3,1,5,2,5,4,,Very liberal,Other,Hardly at all,Rural area
silk_drever,1,4,3,3,1,2,3,1,Oregon,Moderate,Nothing in particular,Some of the time,Suburban
thrifty_brontosaurus,2,2,3,3,1,2,3,1,Minnesota,Moderate,Agnostic,Some of the time,Suburban
petulant_mara,2,4,4,2,1,2,2,2,,Very conservative,Roman Catholic,Most of the time,Suburban
dirgeful_americansaddlebred,2,1,4,2,1,2,2,2,Massachusetts,Conservative,Roman Catholic,Some of the time,Suburban
sweltering_plainsqueaker,1,2,2,2,1,2,2,1,Minnesota,Moderate,Protestant,Some of the time,Urban
aviophobic_parrot,2,4,5,2,1,2,2,2,California,Very conservative,Protestant,Most of the time,Urban
ironic_hochstettersfrog,1,1,3,4,1,2,4,1,New York,Very liberal,Roman Catholic,Most of the time,Urban
halfpetrified_myotis,1,4,4,2,1,2,2,2,Nevada,Moderate,Nothing in particular,Some of the time,Suburban
narcoleptic_chameleon,2,3,4,2,1,2,2,2,Florida,Moderate,Protestant,Most of the time,Suburban
luminiferous_murrelet,2,3,3,4,5,2,8,2,North Carolina,Very conservative,Roman Catholic,Most of the time,Urban
stinky_marmoset,2,1,4,2,1,2,2,1,Maine,Conservative,Protestant,Most of the time,Rural area
unlight_alaskankleekai,1,4,2,4,1,2,4,4,California,Very conservative,Muslim,Most of the time,Urban
enzymolytic_harrierhawk,1,3,2,4,1,2,4,1,South Carolina,Conservative,Other,Some of the time,Urban
garish_millipede,2,3,3,1,5,2,5,4,,Moderate,Nothing in particular,Some of the time,Suburban
secondbest_gallowaycow,1,2,3,3,1,2,3,3,Wisconsin,Conservative,Protestant,Some of the time,Suburban
depressing_alaskankleekai,1,3,1,1,1,2,1,4,,Very conservative,Other,Only now and then,Urban
burnedout_queenant,2,2,3,3,1,2,3,4,Iowa,Moderate,Nothing in particular,Hardly at all,Urban
relaxed_collardlizard,1,3,2,3,1,2,3,4,Kentucky,Moderate,Nothing in particular,Some of the time,Rural area
interoceanic_irishdraughthorse,1,3,4,2,3,1,6,2,Louisiana,Conservative,Roman Catholic,Some of the time,Suburban
clippable_siamesecat,2,4,5,2,1,2,2,1,California,Very liberal,Nothing in particular,Most of the time,Rural area
spidery_ichthyostega,2,4,5,3,1,2,3,1,California,Very liberal,Roman Catholic,Most of the time,Urban
creatable_andeancat,2,3,1,2,2,2,6,4,South Carolina,Conservative,Other,Some of the time,Urban
centralized_copperhead,2,3,1,1,3,1,5,4,Texas,Conservative,Nothing in particular,Most of the time,Suburban
antiutopian_bunny,2,2,4,2,1,2,2,1,Michigan,Very liberal,Roman Catholic,Hardly at all,Suburban
interscholastic_ling,2,2,1,4,1,2,4,4,Michigan,Very liberal,Atheist,Most of the time,Urban
caustic_springbok,1,4,4,3,1,2,3,1,California,Liberal,Agnostic,Most of the time,Rural area
unsweet_condor,2,1,2,3,1,2,3,2,New York,Conservative,Other,Most of the time,Suburban
bloodsucking_falcon,2,3,1,2,3,1,6,4,,Conservative,Roman Catholic,Some of the time,Suburban
energetistic_frillneckedlizard,2,3,3,2,1,2,2,2,Tennessee,Moderate,Nothing in particular,Only now and then,Rural area
irresponsive_nematode,1,1,2,1,1,2,1,1,New York,Very liberal,Nothing in particular,Most of the time,Rural area
prenatal_snake,2,1,1,1,1,2,1,2,Massachusetts,Conservative,Protestant,Hardly at all,Urban
defiable_argali,1,3,2,4,1,2,4,2,Delaware,Liberal,Roman Catholic,Most of the time,Urban
campy_deinonychus,2,3,1,3,3,1,7,4,,Very liberal,Roman Catholic,Most of the time,Suburban
semitheatrical_caecilian,2,1,4,2,2,2,6,1,New Jersey,Moderate,Protestant,Most of the time,Suburban
harsh_iceblueredtopzebra,2,3,2,1,1,2,1,4,Tennessee,Liberal,Other,Only now and then,Urban
unagrarian_queenbee,1,3,1,3,1,2,3,1,Florida,Very conservative,Roman Catholic,Most of the time,Urban
smileless_mongrel,2,2,4,1,1,2,1,4,Minnesota,Moderate,Nothing in particular,Only now and then,Rural area
talkable_kob,2,3,2,2,1,2,2,4,Oklahoma,Very liberal,Protestant,Most of the time,Suburban
hypocritical_yosemitetoad,1,3,2,2,1,2,2,1,Kentucky,Moderate,Nothing in particular,Only now and then,Rural area
preliminary_acornwoodpecker,2,4,5,1,1,2,1,1,Nevada,Moderate,Roman Catholic,Some of the time,Urban
neophilic_terrapin,2,3,5,2,1,2,2,2,Florida,Conservative,Protestant,Only now and then,Suburban
queenly_fallowdeer,2,2,2,1,1,2,1,2,Michigan,Moderate,Other,Some of the time,Rural area
educatory_stagbeetle,1,3,2,4,1,2,4,1,Georgia,Liberal,Roman Catholic,Most of the time,Urban
detestable_llama,1,3,3,2,1,2,2,2,Kentucky,Very conservative,Other,Most of the time,Urban
subtrihedral_americanredsquirrel,2,2,2,1,1,2,1,4,,Not sure,Nothing in particular,Hardly at all,Rural area
fidgety_neonredguppy,2,3,2,2,3,1,6,1,Florida,Very liberal,Roman Catholic,Only now and then,Suburban
mousy_kagu,2,3,1,2,2,2,6,1,Georgia,Very liberal,Muslim,Most of the time,Urban
magnific_spoonbill,2,1,2,1,1,2,1,4,,Moderate,Nothing in particular,Some of the time,Urban
priceless_cockroach,2,4,4,3,1,2,3,1,Arizona,Moderate,Roman Catholic,Only now and then,Suburban
fibroid_harborporpoise,1,4,3,3,1,2,3,3,Arizona,Conservative,Jewish,Only now and then,Suburban
anachronic_freshwatereel,2,1,4,1,1,2,1,1,New York,Moderate,Roman Catholic,Some of the time,Urban
blithesome_chafer,1,1,2,1,1,2,1,1,Maine,Moderate,Nothing in particular,Most of the time,Rural area
antisocial_venomoussnake,2,2,2,2,1,2,2,4,,Not sure,Nothing in particular,Hardly at all,Urban
absent_armyant,2,1,5,2,1,2,2,1,New Hampshire,Moderate,Nothing in particular,Most of the time,Rural area
dysmorphophobic_harvestmouse,1,1,2,4,4,2,8,3,California,Moderate,Nothing in particular,Most of the time,Rural area
colossal_ankole,1,1,2,2,1,2,2,1,Massachusetts,Liberal,Roman Catholic,Some of the time,Urban
ionic_papillon,2,4,4,1,1,2,1,2,Colorado,Conservative,Nothing in particular,Most of the time,Suburban
zoometric_emperorpenguin,2,3,3,2,1,2,2,4,,Very conservative,Protestant,Only now and then,Suburban
comely_chipmunk,1,3,4,1,1,2,1,2,Georgia,Moderate,Other,Some of the time,Suburban
inseverable_nighthawk,1,2,2,4,1,2,4,1,Wisconsin,Conservative,Protestant,Some of the time,Urban
ethnomusicological_guineafowl,1,2,2,3,1,2,3,1,Missouri,Very liberal,Atheist,Most of the time,Urban
unnational_pittabird,1,2,2,4,1,2,4,1,Missouri,Very liberal,Roman Catholic,Most of the time,Urban
gelatinous_upupa,1,4,3,4,1,2,4,2,Nevada,Very conservative,Nothing in particular,Most of the time,Suburban
tortoiseshelled_stegosaurus,1,3,2,4,3,1,8,4,Florida,Liberal,Roman Catholic,Some of the time,Urban
nonmedicable_grub,1,3,2,3,1,2,3,4,Louisiana,Very conservative,Protestant,Some of the time,Rural area
cosy_africanhornbill,2,3,5,2,1,2,2,1,Florida,Very liberal,Roman Catholic,Most of the time,Suburban
cranioscopical_groundhog,2,1,4,4,1,2,4,2,Massachusetts,Conservative,Nothing in particular,Some of the time,Suburban
semiacidified_kissingbug,2,3,1,1,1,2,1,1,Texas,Liberal,Atheist,Most of the time,Rural area
venomous_ichthyosaurs,1,2,2,3,1,2,3,4,,Moderate,Roman Catholic,Some of the time,Suburban
cold_purplemarten,2,3,5,3,2,2,7,1,Texas,Conservative,Protestant,Most of the time,Suburban
suspect_boilweevil,2,4,3,2,3,1,6,2,Colorado,Moderate,Protestant,Most of the time,Rural area
tanned_iriomotecat,2,2,3,3,1,2,3,4,Indiana,Very conservative,Roman Catholic,Most of the time,Suburban
reckonable_arcticfox,2,2,4,1,1,2,1,2,California,Very conservative,Protestant,Most of the time,Suburban
informal_chrysomelid,1,3,2,3,1,2,3,1,Tennessee,Liberal,Protestant,Most of the time,Suburban
quasispiritual_douglasfirbarkbeetle,1,2,2,3,2,2,7,4,Iowa,Conservative,Protestant,Only now and then,Suburban
annoyed_arctichare,2,4,1,2,4,2,6,1,Colorado,Very liberal,Agnostic,Most of the time,Suburban
surprising_koalabear,1,4,2,3,4,2,7,2,California,Conservative,Roman Catholic,Most of the time,Suburban
girlish_basil,2,3,2,4,3,1,8,1,Michigan,Very liberal,Roman Catholic,Most of the time,Urban
moonish_arthropods,1,4,2,4,1,2,4,1,Washington,Very conservative,Protestant,Only now and then,Suburban
smellable_morpho,1,3,3,3,1,2,3,1,Tennessee,Liberal,Nothing in particular,Most of the time,Urban
embolismic_clingfish,2,4,3,4,1,2,4,1,Idaho,Very conservative,Roman Catholic,Most of the time,Rural area
known_titi,2,3,1,2,5,2,6,4,,Not sure,Other,Only now and then,Rural area
lionesque_pufferfish,1,4,4,3,3,1,7,1,Montana,Moderate,Protestant,Some of the time,Urban
fungiform_comet,2,3,1,1,3,1,5,1,North Carolina,Not sure,Nothing in particular,Most of the time,Urban
emasculated_xanclomys,2,3,3,4,1,2,4,4,Mississippi,Moderate,Protestant,Most of the time,Suburban
metazoic_halicore,1,2,2,2,1,2,2,1,Ohio,Liberal,Roman Catholic,Most of the time,Suburban
citatory_hypsilophodon,2,3,3,4,2,2,8,1,Florida,Conservative,Protestant,Some of the time,Urban
pseudoprophetical_irukandjijellyfish,1,3,2,2,1,2,2,1,Texas,Liberal,Agnostic,Most of the time,Suburban
vitriolic_isopod,2,4,1,1,2,2,5,4,,Moderate,Eastern or Greek Orthodox,Hardly at all,Urban
brokendown_africanbushviper,1,1,4,2,1,2,2,1,Pennsylvania,Conservative,Protestant,Most of the time,Suburban
halfwomanly_frilledlizard,1,3,2,3,1,2,3,2,Florida,Very liberal,Roman Catholic,Most of the time,Suburban
thickskulled_xanthareel,1,3,4,3,3,1,7,1,Texas,Conservative,Other,Some of the time,Urban
fascinated_gannet,2,2,3,2,1,2,2,2,Iowa,Conservative,Protestant,Some of the time,Urban
deserted_walleye,1,3,4,3,1,2,3,2,Tennessee,Conservative,Protestant,Some of the time,Urban
diagnosable_mallard,1,2,3,2,1,2,2,1,Wisconsin,Liberal,Atheist,Most of the time,Suburban
lygophilic_angelfish,2,2,3,1,1,2,1,1,Michigan,Conservative,Roman Catholic,Some of the time,Suburban
ittybitty_hummingbird,1,2,4,1,1,2,1,2,Minnesota,Conservative,Other,Some of the time,Suburban
clearcut_thunderbird,1,3,4,1,1,2,1,1,Florida,Very liberal,Nothing in particular,Most of the time,Urban
clingy_clownanemonefish,2,3,5,4,1,2,4,1,Virginia,Moderate,Roman Catholic,Some of the time,Suburban
medicore_mountaincat,1,2,1,2,1,2,2,2,Missouri,Liberal,Roman Catholic,Most of the time,Urban
anticapitalist_quillback,2,4,1,2,5,2,6,1,Colorado,Very liberal,Nothing in particular,Some of the time,Suburban
unexplained_monoclonius,1,2,4,2,1,2,2,1,Missouri,Moderate,Other,Only now and then,Suburban
hexadic_weevil,1,2,4,1,1,2,1,1,Ohio,Conservative,Roman Catholic,Most of the time,Urban
frowzy_chickadee,1,3,3,3,1,2,3,2,Maryland,Very conservative,Protestant,Only now and then,Suburban
undestitute_topi,1,4,2,4,1,2,4,1,Washington,Very liberal,Muslim,Most of the time,Urban
infantile_bighorn,2,4,4,3,4,2,7,4,,Moderate,Hindu,Only now and then,Suburban
mental_bat,1,3,4,1,1,2,1,4,Tennessee,Very liberal,Atheist,Most of the time,Suburban
draughty_goosefish,2,1,1,1,2,2,5,4,New York,Conservative,Protestant,Some of the time,Rural area
prolific_walkingstick,2,4,1,1,2,2,5,1,Nevada,Very liberal,Nothing in particular,Most of the time,Suburban
tattooed_urutu,1,3,2,2,3,1,6,4,Florida,Very liberal,Nothing in particular,Most of the time,Urban
berkelium_phoebe,2,4,1,1,3,1,5,4,,Not sure,Agnostic,Only now and then,Suburban
decomposable_waterthrush,1,2,2,3,1,2,3,1,Michigan,Moderate,Nothing in particular,Most of the time,Suburban
zebrine_xiphiasgladius,1,3,4,1,1,2,1,2,Texas,Conservative,Roman Catholic,Some of the time,Rural area
exploitatory_ray,2,3,2,4,5,2,8,4,Texas,Conservative,Protestant,Some of the time,Suburban
bossy_platypus,2,1,1,1,3,1,5,1,Massachusetts,Very liberal,Nothing in particular,Most of the time,Suburban
gem_swellfish,2,1,1,1,1,2,1,4,New York,Very liberal,Other,Most of the time,Urban
extraverted_auklet,1,4,1,1,5,2,5,1,Hawaii,Moderate,Roman Catholic,Only now and then,Urban
petalous_mangabey,1,1,5,4,1,2,4,1,Rhode Island,Moderate,Nothing in particular,Most of the time,Rural area
waterish_falcon,2,1,1,2,1,2,2,3,Connecticut,Moderate,Other,Only now and then,Rural area
polyhedral_yapok,2,2,4,2,1,2,2,3,Illinois,Moderate,Nothing in particular,Only now and then,Suburban
reliable_antarcticgiantpetrel,1,3,3,3,1,2,3,2,Louisiana,Moderate,Roman Catholic,Most of the time,Urban
semimonarchical_xoni,1,3,1,4,1,2,4,1,California,Very conservative,Jewish,Most of the time,Urban
measled_wrasse,2,2,3,3,1,2,3,1,Iowa,Liberal,Protestant,Some of the time,Rural area
acrid_condor,1,3,5,3,1,2,3,1,Florida,Very liberal,Jewish,Most of the time,Suburban
abeyant_dove,2,1,4,1,3,1,5,4,New York,Liberal,Roman Catholic,Some of the time,Urban
philanthropic_squamata,2,3,2,3,1,2,3,1,Arkansas,Moderate,Other,Some of the time,Rural area
peaceable_quail,2,4,1,3,1,2,3,1,Colorado,Very liberal,Atheist,Most of the time,Urban
airy_chick,2,4,5,2,1,2,2,2,Arizona,Conservative,Protestant,Most of the time,Suburban
rusty_starling,1,4,2,4,2,2,8,1,Alaska,Liberal,Roman Catholic,Most of the time,Urban
cerebroid_terrapin,2,1,2,4,4,2,8,1,Massachusetts,Moderate,Nothing in particular,Most of the time,Urban
damp_mamba,1,2,1,1,1,2,1,2,Ohio,Moderate,Nothing in particular,Hardly at all,Suburban
wet_blueshark,2,4,5,2,1,2,2,1,Nevada,Liberal,Jewish,Most of the time,Suburban
kleptomaniac_indianpalmsquirrel,2,4,3,2,3,1,6,2,Arizona,Conservative,Roman Catholic,Some of the time,Rural area
pubescent_tapaculo,2,3,5,2,1,2,2,4,Alabama,Moderate,Other,Most of the time,Rural area
misogynous_gordonsetter,1,2,4,2,1,2,2,1,Nebraska,Very conservative,Protestant,Most of the time,Suburban
gamboge_carp,2,3,4,3,2,2,7,1,Alabama,Moderate,Other,Some of the time,Rural area
hemispheric_dragonfly,2,2,1,2,1,2,2,4,,Moderate,Other,Some of the time,Suburban
familiar_fruitbat,1,2,3,3,1,2,3,4,Illinois,Very conservative,Protestant,Most of the time,Suburban
predespondent_oyster,1,3,1,2,1,2,2,1,Texas,Conservative,Other,Some of the time,Urban
last_possum,1,4,3,3,1,2,3,2,Washington,Very conservative,Roman Catholic,Most of the time,Suburban
athletic_duckbillplatypus,2,2,1,1,2,2,5,4,,Not sure,Other,Some of the time,Urban
semiliberal_elkhound,1,3,3,3,3,1,7,4,Texas,Moderate,Roman Catholic,Most of the time,Urban
invulnerable_trumpeterswan,2,2,5,2,1,2,2,4,Missouri,Conservative,Protestant,Most of the time,Suburban
reincarnated_martin,1,1,2,3,3,1,7,4,,Liberal,Roman Catholic,Most of the time,Urban
impish_bumblebee,1,3,1,1,2,2,5,4,Arkansas,Moderate,Nothing in particular,Most of the time,Rural area
rawhide_malamute,1,3,5,3,1,2,3,1,Virginia,Liberal,Protestant,Most of the time,Suburban
undestitute_woodpecker,1,4,4,2,3,1,6,1,California,Moderate,Roman Catholic,Most of the time,Suburban
rockfaced_gander,2,4,5,4,1,2,4,2,Arizona,Moderate,Roman Catholic,Some of the time,Suburban
effectible_cub,1,3,4,1,1,2,1,4,Tennessee,Very liberal,Atheist,Most of the time,Suburban
nonprophetic_kentrosaurus,1,3,5,4,1,2,4,1,Virginia,Moderate,Protestant,Most of the time,Suburban
cleancut_hectorsdolphin,1,3,2,2,1,2,2,2,Louisiana,Moderate,Nothing in particular,Most of the time,Rural area
defenceless_urus,1,1,1,3,4,2,7,1,New Jersey,Moderate,Muslim,Some of the time,Urban
daughterly_zopilote,1,3,2,3,1,2,3,4,,Not sure,Nothing in particular,Hardly at all,Suburban
readjustable_mammal,2,3,1,2,3,1,6,4,Texas,Very liberal,Roman Catholic,Some of the time,Rural area
antebellum_mullet,2,2,5,1,2,2,5,1,Michigan,Liberal,Protestant,Some of the time,Urban
pinkish_microvenator,2,4,1,1,3,1,5,4,California,Very liberal,Nothing in particular,Most of the time,Rural area
allegorical_alaskanhusky,1,4,2,2,3,1,6,1,California,Liberal,Agnostic,Most of the time,Urban
crazed_cicada,1,3,3,3,1,2,3,4,,Moderate,Mormon,Some of the time,Suburban
affordable_mouflon,2,3,5,3,1,2,3,2,Oklahoma,Very conservative,Protestant,Most of the time,Suburban
numb_dragon,1,4,4,2,1,2,2,2,Utah,Moderate,Mormon,Some of the time,Urban
menial_puffer,2,3,3,4,5,2,8,2,Texas,Very conservative,Protestant,Most of the time,Suburban
biological_bluet,2,3,2,3,4,2,7,1,Virginia,Very liberal,Muslim,Most of the time,Urban
psychometrical_metamorphosis,2,3,5,1,1,2,1,2,South Carolina,Very conservative,Protestant,Most of the time,Suburban
soured_goldenmantledgroundsquirrel,2,1,4,2,2,2,6,1,Massachusetts,Moderate,Protestant,Hardly at all,Urban
smoothspoken_kangaroo,1,3,4,2,1,2,2,2,Texas,Conservative,Protestant,Some of the time,Rural area
assertive_bighornedsheep,1,1,1,1,3,1,5,2,New York,Moderate,Protestant,Some of the time,Rural area
squirrelly_cod,1,1,5,1,1,2,1,2,New Jersey,Conservative,Roman Catholic,Some of the time,Urban
specular_americanquarterhorse,2,3,1,1,3,1,5,4,Texas,Liberal,Roman Catholic,Some of the time,Urban
corked_belugawhale,1,3,3,4,4,2,8,2,Texas,Conservative,Protestant,Some of the time,Urban
skyborne_asianconstablebutterfly,2,4,5,4,1,2,4,1,Montana,Moderate,Protestant,Some of the time,Suburban
icicled_arrowcrab,1,3,2,1,1,2,1,1,Texas,Liberal,Atheist,Most of the time,Rural area
complacent_mongrel,1,3,4,1,1,2,1,2,Louisiana,Very conservative,Roman Catholic,Most of the time,Suburban
exactable_auklet,2,3,2,1,1,2,1,1,North Carolina,Moderate,Other,Some of the time,Rural area
vinegary_seahorse,1,3,1,1,2,2,5,1,South Carolina,Very liberal,Protestant,Most of the time,Urban
dizzied_koodoo,1,2,4,3,1,2,3,1,Ohio,Conservative,Roman Catholic,Most of the time,Suburban
lighthearted_jerboa,2,2,4,4,4,2,8,1,Iowa,Moderate,Protestant,Only now and then,Rural area
antimonarch_iberianemeraldlizard,1,3,3,1,1,2,1,2,Florida,Moderate,Protestant,Most of the time,Urban
barite_indianringneckparakeet,2,3,1,2,1,2,2,1,Florida,Liberal,Nothing in particular,Some of the time,Suburban
antisolar_bats,1,4,2,2,1,2,2,4,Arizona,Moderate,Nothing in particular,Most of the time,Urban
luminescent_marabou,2,1,1,4,1,2,4,1,New York,Liberal,Muslim,Some of the time,Urban
placid_conure,2,3,2,1,2,2,5,4,,Moderate,Nothing in particular,Some of the time,Rural area
parenthetic_indianringneckparakeet,2,4,2,2,2,2,6,4,Arizona,Liberal,Other,Most of the time,Suburban
helminthological_nakedmolerat,2,3,2,4,3,1,8,4,South Carolina,Not sure,Muslim,Some of the time,Suburban
vinegary_gaur,1,4,2,4,1,2,4,1,California,Very liberal,Protestant,Most of the time,Urban
underpriced_cub,1,2,1,3,1,2,3,1,Minnesota,Very liberal,Agnostic,Some of the time,Rural area
columned_mudpuppy,1,1,1,1,4,2,5,4,Massachusetts,Moderate,Buddhist,Most of the time,Urban
equine_ozarkbigearedbat,1,3,1,1,2,2,5,4,North Carolina,Moderate,Atheist,Only now and then,Suburban
contestable_kitty,2,1,2,4,2,2,8,1,Arizona,Moderate,Roman Catholic,Most of the time,Urban
supporting_honeybadger,1,1,1,3,1,2,3,1,New York,Liberal,Nothing in particular,Some of the time,Urban
unregal_prairiedog,1,3,2,2,1,2,2,4,Georgia,Moderate,Nothing in particular,Some of the time,Suburban
obsessive_kakarikis,1,3,2,1,2,2,5,1,Georgia,Liberal,Other,Only now and then,Urban
noncriminal_pinemarten,2,1,1,4,3,1,8,1,Pennsylvania,Liberal,Roman Catholic,Some of the time,Suburban
deceased_oxen,1,3,4,1,1,2,1,4,Florida,Conservative,Protestant,Some of the time,Suburban
thrifty_americanpainthorse,1,3,4,2,1,2,2,4,,Conservative,Protestant,Only now and then,Suburban
playful_blackcrappie,1,1,2,2,3,1,6,1,New Jersey,Liberal,Other,Some of the time,Suburban
asthmatoid_japanesebeetle,1,1,2,4,1,2,4,2,New Jersey,Liberal,Jewish,Most of the time,Urban
antiallergenic_zebrafish,2,4,1,1,3,1,5,4,California,Not sure,Roman Catholic,Some of the time,Suburban
weathertight_drake,1,1,3,2,3,1,6,1,New York,Liberal,Roman Catholic,Most of the time,Urban
blockish_quokka,2,4,1,1,3,1,5,4,,Not sure,Nothing in particular,Most of the time,Rural area
spoiled_asianlion,1,3,1,4,2,2,8,1,North Carolina,Liberal,Atheist,Most of the time,Rural area
remarkable_equestrian,1,3,4,2,3,1,6,2,Texas,Conservative,Roman Catholic,Some of the time,Suburban
oceanographic_moorhen,1,2,3,4,3,1,8,2,Illinois,Very conservative,Roman Catholic,Most of the time,Suburban
firstgeneration_barracuda,1,1,3,4,1,2,4,2,New Jersey,Very conservative,Roman Catholic,Some of the time,Urban
warm_seriema,1,4,2,2,1,2,2,1,Arizona,Liberal,Nothing in particular,Some of the time,Urban
matronly_oryx,2,1,3,3,4,2,7,1,New York,Liberal,Buddhist,Most of the time,Urban
paragonite_pilchard,2,1,1,2,3,1,6,4,New York,Very conservative,Protestant,Most of the time,Suburban
solemn_monarch,1,1,4,3,1,2,3,1,Pennsylvania,Liberal,Nothing in particular,Most of the time,Suburban
brash_auklet,1,1,2,4,3,1,8,4,Connecticut,Moderate,Mormon,Most of the time,Rural area
amiable_blesbok,1,3,2,3,1,2,3,1,Virginia,Moderate,Roman Catholic,Only now and then,Urban
doddered_civet,1,1,3,4,1,2,4,1,New York,Very liberal,Eastern or Greek Orthodox,Most of the time,Urban
greathearted_centipede,1,3,4,2,1,2,2,4,Louisiana,Not sure,Other,Some of the time,Rural area
nonstick_guernseycow,1,1,4,4,4,2,8,1,New Jersey,Moderate,Atheist,Most of the time,Suburban
uncompetent_americanalligator,1,4,2,3,3,1,7,4,,Not sure,Other,Only now and then,Suburban
beachy_angelwingmussel,2,2,2,4,1,2,4,1,Wisconsin,Moderate,Roman Catholic,Most of the time,Suburban
