ResponseId,sex,region,age5,educ4,race5,hispanic,weduc,pres,inputregstate,ideo5,religpew,newsint,urbancity
heartsick_grassspider,2,2,1,2,1,2,2,1,Indiana,Liberal,Protestant,Only now and then,Urban
ultramundane_americancurl,1,3,2,4,1,2,4,2,Florida,Conservative,Other,Most of the time,Suburban
earthly_coelacanth,2,1,5,4,2,2,8,4,New York,Moderate,Eastern or Greek Orthodox,Most of the time,Urban
prime_hare,2,4,2,4,1,2,4,1,California,Very liberal,Roman Catholic,Some of the time,Urban
emasculated_zorilla,2,2,2,3,1,2,3,2,,Not sure,Protestant,Only now and then,Suburban
interdental_viceroybutterfly,2,3,3,1,1,2,1,1,Florida,Moderate,Protestant,Some of the time,Urban
paranormal_aurochs,2,3,1,1,2,2,5,4,South Carolina,Not sure,Nothing in particular,Hardly at all,Urban
enduring_mara,2,3,1,2,2,2,6,1,Alabama,Very liberal,Protestant,Most of the time,Suburban
ticklish_kob,2,2,4,2,2,2,6,1,Michigan,Liberal,Other,Most of the time,Suburban
leisureless_mantisray,2,2,1,1,1,2,1,4,,Moderate,Nothing in particular,Some of the time,Urban
dorsispinal_anophelesmosquito,2,2,2,3,1,2,3,2,Michigan,Moderate,Roman Catholic,Some of the time,Suburban
republishable_moray,1,3,2,1,1,2,1,4,New York,Very liberal,Roman Catholic,Most of the time,Urban
antihuman_walkingstick,2,2,4,3,1,2,3,3,Minnesota,Very conservative,Roman Catholic,Only now and then,Suburban
contortional_argali,2,3,4,1,1,2,1,2,Georgia,Moderate,Protestant,Only now and then,Rural area
criminological_mockingbird,2,1,2,4,1,2,4,1,New York,Liberal,Roman Catholic,Most of the time,Urban
reckonable_quagga,1,4,2,4,1,2,4,1,Colorado,Very conservative,Roman Catholic,Most of the time,Urban
mega_human,1,3,2,4,1,2,4,1,Maryland,Very liberal,Roman Catholic,Most of the time,Urban
literate_trumpeterbird,2,3,1,1,2,2,5,4,Arkansas,Moderate,Protestant,Hardly at all,Rural area
faithless_antarcticfurseal,1,3,2,1,1,2,1,2,Georgia,Very conservative,Protestant,Most of the time,Rural area
constitutional_rockrat,2,1,2,1,1,2,1,1,Connecticut,Very conservative,Protestant,Most of the time,Urban
decidophobic_watermoccasin,2,1,2,1,1,2,1,1,New Hampshire,Not sure,Nothing in particular,Hardly at all,Rural area
sinless_germanwirehairedpointer,1,3,1,2,1,2,2,4,,Very liberal,Muslim,Only now and then,Suburban
clueless_rainbowtrout,2,2,5,4,1,2,4,2,Ohio,Moderate,Roman Catholic,Some of the time,Urban
adversarial_limpkin,2,3,3,1,1,2,1,2,North Carolina,Very conservative,Protestant,Hardly at all,Rural area
chiroptophobic_mouse,2,2,2,1,1,2,1,2,Indiana,Moderate,Nothing in particular,Some of the time,Urban
flamecolored_australianfurseal,2,2,2,3,1,2,3,4,,Moderate,Roman Catholic,Some of the time,Urban
glaciered_icelandicsheepdog,2,4,5,1,1,2,1,1,Washington,Very liberal,Atheist,Most of the time,Rural area
individual_gangesdolphin,1,1,2,1,1,2,1,2,New York,Very conservative,Roman Catholic,Most of the time,Rural area
ghoulish_easteuropeanshepherd,1,2,1,1,1,2,1,4,,Moderate,Nothing in particular,Some of the time,Rural area
upstanding_mussaurus,2,2,3,4,1,2,4,4,,Moderate,Protestant,Hardly at all,Rural area
unlightened_icefish,1,2,2,4,1,2,4,2,Minnesota,Conservative,Roman Catholic,Most of the time,Suburban
extraterritorial_sidewinder,2,1,4,2,5,2,6,4,,Conservative,Other,Most of the time,Rural area
doddered_germanwirehairedpointer,2,3,5,4,1,2,4,1,Tennessee,Very conservative,Protestant,Most of the time,Rural area
unrestricted_budgie,2,2,1,3,1,2,3,2,Nebraska,Very conservative,Protestant,Only now and then,Rural area
cleancut_diamondbackrattlesnake,2,4,4,4,1,2,4,4,,Moderate,Other,Most of the time,Urban
selfaware_moose,2,4,5,1,1,2,1,1,Nevada,Moderate,Nothing in particular,Most of the time,Suburban
fabric_boilweevil,2,3,1,2,2,2,6,1,Florida,Moderate,Nothing in particular,Some of the time,Suburban
illwilled_nauplius,2,3,1,1,1,2,1,1,South Carolina,Moderate,Agnostic,Only now and then,Suburban
acclimatable_gharial,1,3,5,3,3,1,7,1,Florida,Moderate,Roman Catholic,Most of the time,Suburban
exploitatory_tern,2,1,3,3,1,2,3,4,Connecticut,Conservative,Buddhist,Some of the time,Suburban
dying_whippet,2,3,4,1,1,2,1,2,South Carolina,Very conservative,Protestant,Some of the time,Suburban
unanimated_wuerhosaurus,1,3,2,2,2,2,6,4,Florida,Not sure,Other,Some of the time,Urban
emotive_snipe,1,1,3,4,1,2,4,1,New York,Moderate,Protestant,Most of the time,Urban
influenzal_mole,2,1,2,2,1,2,2,1,Massachusetts,Very liberal,Nothing in particular,Most of the time,Rural area
indecisive_bluebreastedkookaburra,2,3,5,3,1,2,3,2,North Carolina,Moderate,Nothing in particular,Most of the time,Rural area
predicatable_grassspider,2,2,2,2,1,2,2,4,Indiana,Conservative,Atheist,Hardly at all,Suburban
presolar_scorpion,2,3,2,1,1,2,1,4,,Very liberal,Other,Most of the time,Suburban
unglacial_hog,1,3,2,4,1,2,4,4,Virginia,Moderate,Roman Catholic,Most of the time,Urban
hoplophobia_americanbittern,1,3,2,4,3,1,8,4,Florida,Very liberal,Roman Catholic,Most of the time,Urban
colonial_walrus,2,1,2,1,1,2,1,4,Pennsylvania,Very conservative,Protestant,Hardly at all,Suburban
unremorseful_erne,1,4,2,3,1,2,3,4,California,Very conservative,Roman Catholic,Most of the time,Suburban
carriable_phoenix,2,2,2,4,1,2,4,2,Michigan,Moderate,Agnostic,Some of the time,Suburban
spiteful_pinemarten,1,3,2,4,1,2,4,1,Florida,Very liberal,Muslim,Most of the time,Urban
taxing_frenchbulldog,1,1,5,3,1,2,3,2,New Jersey,Very conservative,Protestant,Most of the time,Suburban
grapy_zopilote,1,1,2,4,1,2,4,2,New York,Very conservative,Roman Catholic,Most of the time,Urban
vain_whippoorwill,2,3,1,2,3,1,6,4,,Not sure,Nothing in particular,Most of the time,Suburban
cynophobic_atlanticblackgoby,1,1,2,2,3,1,6,4,New York,Moderate,Nothing in particular,Some of the time,Urban
ethical_armadillo,2,2,5,2,1,2,2,1,Michigan,Moderate,Protestant,Most of the time,Suburban
agitable_xiaosaurus,2,3,2,4,2,2,8,1,North Carolina,Liberal,Other,Some of the time,Urban
sicklied_inexpectatumpleco,1,3,3,2,1,2,2,2,Kentucky,Very conservative,Roman Catholic,Most of the time,Rural area
featherlight_urus,1,3,4,1,1,2,1,2,Texas,Very conservative,Nothing in particular,Only now and then,Rural area
yellow_kinglet,2,3,4,2,1,2,2,1,Tennessee,Very liberal,Agnostic,Some of the time,Urban
nauseating_tortoise,2,3,2,3,1,2,3,1,Texas,Liberal,Buddhist,Some of the time,Urban
undestructible_xantusmurrelet,2,4,1,1,3,1,5,1,California,Moderate,Roman Catholic,Most of the time,Urban
noneducational_kronosaurus,1,1,2,4,1,2,4,4,New York,Very liberal,Muslim,Most of the time,Urban
chordamesodermal_graywolf,2,3,5,2,1,2,2,2,North Carolina,Very conservative,Protestant,Most of the time,Suburban
unmetalled_germanshepherd,2,3,2,3,1,2,3,3,Virginia,Not sure,Agnostic,Some of the time,Urban
genealogical_orangutan,1,1,2,4,1,2,4,1,New York,Very conservative,Roman Catholic,Most of the time,Urban
sisterlike_plover,2,1,3,3,1,2,3,4,New Jersey,Very conservative,Jewish,Most of the time,Suburban
aqueous_skylark,2,3,2,3,1,2,3,1,Florida,Moderate,Protestant,Most of the time,Urban
salmonoid_hatchetfish,2,3,1,1,1,2,1,4,North Carolina,Moderate,Nothing in particular,Some of the time,Suburban
aweinspiring_amethystsunbird,2,4,3,1,4,2,5,4,California,Moderate,Muslim,Some of the time,Urban
coppery_budgie,2,3,3,2,1,2,2,2,Florida,Conservative,Other,Some of the time,Suburban
existentialist_goat,1,4,2,4,1,2,4,1,California,Very liberal,Protestant,Most of the time,Urban
hypnotizing_verdin,2,1,4,2,1,2,2,2,Massachusetts,Conservative,Roman Catholic,Some of the time,Suburban
chalkstony_americanquarterhorse,2,2,2,1,1,2,1,4,,Not sure,Other,Only now and then,Suburban
oceanlike_silversidefish,2,4,5,4,1,2,4,2,California,Very conservative,Jewish,Most of the time,Suburban
flaky_jabiru,2,3,4,1,1,2,1,4,,Moderate,Nothing in particular,Some of the time,Suburban
quasidifficult_bluegill,1,3,4,1,1,2,1,2,Texas,Conservative,Other,Most of the time,Rural area
predominant_magpie,1,4,2,4,1,2,4,1,California,Liberal,Muslim,Most of the time,Urban
endodermic_dogfish,2,3,2,1,2,2,5,4,,Conservative,Protestant,Only now and then,Urban
breakable_wallaroo,2,2,1,2,1,2,2,4,,Liberal,Nothing in particular,Hardly at all,Suburban
malleable_attwatersprairiechicken,2,3,1,4,1,2,4,1,Texas,Very liberal,Other,Most of the time,Urban
quasiliberal_sawfish,2,1,1,1,2,2,5,1,New York,Very liberal,Nothing in particular,Most of the time,Urban
literary_coot,2,1,3,3,5,2,7,4,,Liberal,Nothing in particular,Some of the time,Suburban
lardy_dogwoodclubgall,2,3,1,1,3,1,5,4,,Very liberal,Hindu,Most of the time,Urban
scientific_loris,2,2,2,1,1,2,1,4,Missouri,Liberal,Nothing in particular,Most of the time,Suburban
woody_africanaugurbuzzard,2,3,1,4,1,2,4,1,California,Very conservative,Hindu,Most of the time,Urban
quasilegislated_mullet,1,1,2,4,3,1,8,1,New York,Liberal,Protestant,Most of the time,Urban
futile_bergerpicard,2,2,4,1,1,2,1,2,Indiana,Moderate,Protestant,Only now and then,Rural area
gastrointestinal_iceblueredtopzebra,2,3,2,3,1,2,3,2,Florida,Conservative,Protestant,Most of the time,Rural area
doddering_seal,2,2,4,3,1,2,3,1,Ohio,Liberal,Protestant,Most of the time,Suburban
cushy_queenant,1,1,4,3,1,2,3,2,Pennsylvania,Conservative,Protestant,Most of the time,Suburban
pebbledashed_kookaburra,2,3,4,2,3,1,6,4,Georgia,Liberal,Other,Some of the time,Suburban
novel_marten,1,4,2,2,1,2,2,2,Washington,Moderate,Nothing in particular,Only now and then,Urban
embarrassed_laughingthrush,2,3,4,2,1,2,2,2,North Carolina,Conservative,Other,Some of the time,Rural area
violety_ammonite,2,1,4,2,1,2,2,1,New York,Moderate,Roman Catholic,Some of the time,Suburban
goodsized_partridge,2,3,4,1,1,2,1,1,South Carolina,Moderate,Agnostic,Most of the time,Suburban
theocentric_wallaroo,1,1,3,4,1,2,4,4,Connecticut,Liberal,Agnostic,Most of the time,Urban
resurrectionary_crustacean,2,3,2,1,3,1,5,4,Virginia,Not sure,Protestant,Hardly at all,Urban
vengeful_rockrat,2,3,2,3,2,2,7,1,Virginia,Very liberal,Protestant,Most of the time,Rural area
abyssal_drafthorse,2,2,2,1,1,2,1,4,Montana,Moderate,Nothing in particular,Only now and then,Suburban
grieving_bernesemountaindog,2,1,3,3,1,2,3,4,New York,Conservative,Protestant,Most of the time,Urban
nonspinal_slothbear,2,3,4,4,1,2,4,1,North Carolina,Moderate,Protestant,Most of the time,Suburban
elfish_aardwolf,2,2,3,2,1,2,2,2,Wisconsin,Very conservative,Protestant,Some of the time,Rural area
dilligent_moa,2,2,2,2,1,2,2,1,Michigan,Moderate,Protestant,Some of the time,Suburban
cuddly_toadfish,1,1,2,4,1,2,4,1,New York,Liberal,Roman Catholic,Some of the time,Urban
elmy_incatern,2,3,2,1,1,2,1,1,South Carolina,Moderate,Agnostic,Some of the time,Rural area
wooden_hapuka,2,4,2,3,1,2,3,2,California,Conservative,Protestant,Only now and then,Suburban
unclean_quillback,1,4,2,4,1,2,4,1,California,Liberal,Roman Catholic,Most of the time,Urban
antiphilosophy_rockrat,1,4,2,2,2,2,6,1,Alaska,Moderate,Roman Catholic,Most of the time,Urban
dusty_rat,2,1,1,1,1,2,1,1,Massachusetts,Moderate,Roman Catholic,Some of the time,Suburban
pachydermal_arieltoucan,2,3,3,1,1,2,1,1,Virginia,Conservative,Other,Some of the time,Suburban
finicky_herculesbeetle,1,3,5,4,1,2,4,2,Florida,Conservative,Jewish,Most of the time,Suburban
gastroscopic_trex,2,1,1,4,1,2,4,1,Massachusetts,Moderate,Other,Some of the time,Suburban
prior_canary,2,3,4,2,1,2,2,2,Kentucky,Very conservative,Protestant,Some of the time,Rural area
compliant_cattle,2,2,2,4,1,2,4,1,Missouri,Liberal,Protestant,Some of the time,Suburban
pseudoroyal_springbok,1,2,4,3,1,2,3,2,Indiana,Conservative,Protestant,Most of the time,Suburban
byzantine_ethiopianwolf,2,3,3,4,1,2,4,2,Florida,Very conservative,Protestant,Some of the time,Urban
governable_aldabratortoise,2,3,4,3,1,2,3,1,North Carolina,Moderate,Protestant,Most of the time,Rural area
horrific_rodent,2,3,1,4,1,2,4,1,Texas,Liberal,Protestant,Most of the time,Urban
adequate_tilefish,2,3,3,2,1,2,2,4,Maryland,Not sure,Other,Most of the time,Suburban
inferior_nutcracker,2,3,1,1,1,2,1,4,,Not sure,Nothing in particular,Some of the time,Rural area
educatory_rail,2,1,4,2,1,2,2,2,New Jersey,Very conservative,Other,Some of the time,Suburban
contagious_portuguesemanofwar,2,4,1,3,3,1,7,1,California,Liberal,Other,Most of the time,Rural area
bimetallic_stinkbug,2,2,1,3,1,2,3,4,Ohio,Very conservative,Protestant,Some of the time,Suburban
zoographic_langur,2,3,1,1,2,2,5,4,Georgia,Moderate,Nothing in particular,Some of the time,Urban
interclerical_hyracotherium,2,2,2,1,1,2,1,4,,Conservative,Other,Some of the time,Rural area
meagre_halicore,2,3,4,2,1,2,2,4,North Carolina,Very conservative,Other,Most of the time,Suburban
invigorative_zorilla,2,2,2,2,1,2,2,4,Nebraska,Moderate,Roman Catholic,Hardly at all,Suburban
reclining_icelandicsheepdog,1,2,5,2,1,2,2,1,Michigan,Moderate,Roman Catholic,Some of the time,Suburban
reasonable_limpet,2,3,1,1,3,1,5,4,,Moderate,Protestant,Some of the time,Suburban
strenuous_chinchilla,2,1,1,2,2,2,6,4,New Jersey,Not sure,Nothing in particular,Hardly at all,Suburban
unprofessional_nabarlek,1,2,5,2,1,2,2,2,Ohio,Conservative,Roman Catholic,Most of the time,Suburban
loathsome_rottweiler,2,1,1,2,1,2,2,3,New York,Moderate,Roman Catholic,Some of the time,Urban
censorable_americancreamdraft,2,1,1,2,1,2,2,1,Pennsylvania,Moderate,Other,Some of the time,Rural area
unaroused_tahr,1,3,1,2,1,2,2,4,,Conservative,Nothing in particular,Some of the time,Suburban
atrophic_toad,2,2,1,3,1,2,3,4,Iowa,Not sure,Other,Hardly at all,Suburban
endocrinous_nurseshark,2,3,3,2,5,2,6,1,Kentucky,Moderate,Protestant,Some of the time,Suburban
pseudocrystalline_condor,2,1,5,3,4,2,7,1,New Jersey,Liberal,Roman Catholic,Most of the time,Urban
malacological_australianfurseal,1,3,5,3,5,2,7,2,Florida,Conservative,Protestant,Some of the time,Suburban
nonagricultural_redstart,1,3,5,2,1,2,2,2,North Carolina,Conservative,Protestant,Some of the time,Rural area
isolated_asiaticlesserfreshwaterclam,2,3,2,2,1,2,2,4,Texas,Conservative,Other,Some of the time,Rural area
resurrectionary_marlin,1,2,5,2,1,2,2,4,Wisconsin,Moderate,Roman Catholic,Some of the time,Urban
absurd_mollies,1,2,5,1,2,2,5,1,Wisconsin,Liberal,Protestant,Most of the time,Suburban
sulfur_manatee,2,3,1,4,1,2,4,1,Florida,Liberal,Jewish,Some of the time,Suburban
reckonable_impala,2,3,2,3,3,1,7,1,Texas,Very liberal,Agnostic,Most of the time,Urban
morose_ilsamochadegu,2,3,1,3,1,2,3,1,West Virginia,Liberal,Protestant,Some of the time,Suburban
dismal_clumber,1,1,4,4,1,2,4,1,Pennsylvania,Very liberal,Jewish,Most of the time,Rural area
polkadotted_englishpointer,1,3,2,3,1,2,3,2,Maryland,Conservative,Protestant,Some of the time,Rural area
titanous_cockerspaniel,2,3,3,4,1,2,4,1,Iowa,Moderate,Roman Catholic,Most of the time,Urban
companionable_mockingbird,1,1,5,1,1,2,1,1,New Jersey,Moderate,Roman Catholic,Most of the time,Suburban
linoleum_antipodesgreenparakeet,2,3,3,3,1,2,3,1,Florida,Moderate,Nothing in particular,Some of the time,Suburban
seismologic_ozarkbigearedbat,1,2,5,2,1,2,2,2,Wisconsin,Conservative,Protestant,Some of the time,Suburban
horrorstruck_tahr,1,3,5,2,3,1,6,1,Texas,Moderate,Nothing in particular,Most of the time,Suburban
sensualist_leopardseal,2,3,4,3,1,2,3,2,North Carolina,Moderate,Protestant,Only now and then,Suburban
vengeful_roadrunner,1,2,5,4,1,2,4,2,Missouri,Very conservative,Mormon,Most of the time,Rural area
hemp_avocet,1,4,2,4,1,2,4,2,South Carolina,Conservative,Protestant,Most of the time,Urban
damask_cuscus,2,4,5,2,1,2,2,1,Oregon,Moderate,Protestant,Most of the time,Rural area
patrilineal_guineafowl,1,4,2,2,5,2,6,4,,Moderate,Nothing in particular,Only now and then,Rural area
halfdemocratic_dobermanpinscher,1,4,5,2,1,2,2,2,Oregon,Moderate,Protestant,Most of the time,Suburban
coulrophobic_aracari,1,1,4,2,1,2,2,2,Connecticut,Very conservative,Protestant,Most of the time,Suburban
transmarine_polecat,2,1,3,1,2,2,5,4,New Jersey,Not sure,Other,Most of the time,Suburban
aeronautical_ox,1,3,5,3,1,2,3,2,Florida,Conservative,Jewish,Most of the time,Suburban
quaint_sardine,2,3,3,4,1,2,4,3,Texas,Conservative,Protestant,Some of the time,Suburban
reformable_sloth,1,4,4,2,1,2,2,4,,Moderate,Nothing in particular,Only now and then,Urban
uncultured_bagworm,2,4,1,1,4,2,5,4,California,Conservative,Eastern or Greek Orthodox,Some of the time,Urban
oscitant_stingray,2,1,2,4,1,2,4,2,New York,Very liberal,Roman Catholic,Some of the time,Urban
jeanlike_weevil,2,3,4,3,3,1,7,1,West Virginia,Liberal,Protestant,Some of the time,Urban
undespising_hanumanmonkey,1,4,2,4,1,2,4,1,California,Moderate,Muslim,Most of the time,Urban
freakish_barasinga,2,4,2,4,1,2,4,2,Colorado,Not sure,Agnostic,Hardly at all,Suburban
regenerable_stonefly,1,3,2,4,1,2,4,1,New York,Very conservative,Muslim,Most of the time,Urban
hexakosioihexekontahexaphobic_adamsstaghornedbeetle,1,1,3,2,1,2,2,1,New York,Liberal,Nothing in particular,Some of the time,Suburban
undivining_corydorascatfish,2,1,1,1,3,1,5,1,New York,Not sure,Nothing in particular,Hardly at all,Rural area
blameable_ram,1,1,2,4,1,2,4,1,New York,Very liberal,Muslim,Most of the time,Urban
celestite_trout,1,3,2,4,1,2,4,2,California,Very conservative,Eastern or Greek Orthodox,Most of the time,Suburban
grievous_billygoat,2,1,1,2,4,2,6,4,,Moderate,Atheist,Some of the time,Suburban
subocean_aruanas,2,4,2,1,1,2,1,1,California,Moderate,Roman Catholic,Most of the time,Urban
planispherical_alleycat,2,1,1,1,2,2,5,1,Pennsylvania,Moderate,Nothing in particular,Some of the time,Urban
foxy_egg,1,3,3,1,1,2,1,1,Florida,Moderate,Atheist,Only now and then,Suburban
commercial_quoll,2,1,5,3,1,2,3,1,Maine,Moderate,Roman Catholic,Most of the time,Suburban
topazine_zooplankton,2,1,2,4,1,2,4,4,,Very liberal,Roman Catholic,Only now and then,Suburban
timeless_komododragon,1,4,4,4,1,2,4,3,Nevada,Conservative,Agnostic,Hardly at all,Suburban
nebulous_wyvern,1,1,2,4,3,1,8,4,New York,Not sure,Nothing in particular,Only now and then,Suburban
foulmouthed_badger,1,3,3,2,1,2,2,3,South Carolina,Very conservative,Protestant,Only now and then,Rural area
antiscientific_horsefly,1,4,4,3,2,2,7,1,North Carolina,Moderate,Other,Some of the time,Urban
unprincipled_oxpecker,2,3,3,2,1,2,2,4,,Conservative,Nothing in particular,Only now and then,Suburban
dazzling_dorking,2,3,1,2,1,2,2,2,Alabama,Moderate,Other,Some of the time,Suburban
nonmedicative_walrus,1,1,2,2,3,1,6,2,Massachusetts,Liberal,Roman Catholic,Only now and then,Suburban
divinable_serval,1,3,2,2,2,2,6,2,North Carolina,Moderate,Other,Only now and then,Rural area
fishy_megalosaurus,1,2,1,3,1,2,3,3,Indiana,Moderate,Nothing in particular,Most of the time,Rural area
nervous_peacock,2,3,5,2,1,2,2,1,Delaware,Very liberal,Protestant,Most of the time,Suburban
cleareyed_harrierhawk,2,4,3,3,4,2,7,4,,Not sure,Buddhist,Some of the time,Urban
unacidulated_chickadee,1,3,3,2,2,2,6,1,North Carolina,Liberal,Nothing in particular,Some of the time,Urban
esoteric_brant,1,1,2,4,1,2,4,1,New York,Conservative,Roman Catholic,Most of the time,Urban
insensate_bobcat,1,1,2,4,1,2,4,1,New York,Very conservative,Roman Catholic,Most of the time,Urban
bulllike_slug,2,4,2,2,5,2,6,1,California,Liberal,Protestant,Only now and then,Rural area
overrational_pseudodynerusquadrisectus,1,2,4,2,2,2,6,1,Indiana,Moderate,Other,Most of the time,Urban
fusible_pomeranian,1,4,2,4,1,2,4,1,California,Very liberal,Atheist,Most of the time,Urban
demonic_salmon,2,3,4,2,1,2,2,1,Tennessee,Very liberal,Other,Most of the time,Suburban
velour_grasshopper,2,4,3,3,4,2,7,1,Hawaii,Liberal,Protestant,Most of the time,Suburban
bribable_venomoussnake,1,3,2,3,1,2,3,4,,Liberal,Protestant,Only now and then,Suburban
final_americanpainthorse,1,4,2,2,1,2,2,4,California,Very liberal,Protestant,Some of the time,Suburban
termitic_urson,1,4,2,2,1,2,2,1,California,Very conservative,Muslim,Most of the time,Urban
kinglike_amethystgemclam,1,4,4,4,1,2,4,2,Idaho,Very conservative,Mormon,Most of the time,Suburban
metaphorical_irishredandwhitesetter,2,1,1,3,4,2,7,1,New Jersey,Liberal,Roman Catholic,Some of the time,Suburban
irresistible_horseshoecrab,1,3,2,4,1,2,4,1,New Jersey,Very conservative,Muslim,Some of the time,Urban
cockeyed_jenny,1,3,2,2,1,2,2,1,Alabama,Moderate,Agnostic,Most of the time,Suburban
complaisant_cobra,1,3,2,3,1,2,3,1,Texas,Very liberal,Nothing in particular,Most of the time,Rural area
metalline_italianbrownbear,2,4,4,3,4,2,7,1,California,Moderate,Other,Some of the time,Suburban
nickeliferous_caribou,1,3,4,4,4,1,8,2,Florida,Very conservative,Mormon,Most of the time,Suburban
rational_barnswallow,2,4,1,3,3,1,7,4,Arizona,Liberal,Agnostic,Some of the time,Urban
unamusable_antbear,1,3,2,2,1,2,2,4,Texas,Very conservative,Other,Only now and then,Rural area
sanitary_viperfish,1,1,4,3,1,2,3,1,New York,Moderate,Roman Catholic,Most of the time,Urban
mammalogical_snowgeese,2,4,1,3,4,2,7,4,California,Not sure,Buddhist,Some of the time,Suburban
westernmost_kingbird,1,3,4,3,1,2,3,1,Maryland,Liberal,Jewish,Hardly at all,Suburban
womanly_arawana,1,3,4,3,1,2,3,2,Georgia,Conservative,Roman Catholic,Some of the time,Suburban
censorious_housefly,1,3,3,1,4,2,5,4,,Moderate,Nothing in particular,Some of the time,Urban
lush_cavy,1,3,4,2,1,2,2,2,Texas,Very conservative,Protestant,Some of the time,Urban
unintroverted_tattler,2,1,1,2,3,1,6,4,,Conservative,Protestant,Some of the time,Suburban
colourless_bats,1,1,2,2,2,2,6,1,New York,Very liberal,Nothing in particular,Some of the time,Urban
broken_howlermonkey,2,4,4,3,3,1,7,1,Texas,Very liberal,Roman Catholic,Most of the time,Suburban
credible_anchovy,1,2,2,4,1,2,4,2,Virginia,Very conservative,Roman Catholic,Most of the time,Suburban
perceptive_amazondolphin,1,4,2,4,1,2,4,1,California,Moderate,Muslim,Some of the time,Suburban
unverifiable_emu,2,4,1,1,3,1,5,2,California,Liberal,Muslim,Most of the time,Urban
dichromatic_plankton,1,1,2,4,1,2,4,1,New York,Liberal,Protestant,Most of the time,Urban
bronze_alaskajingle,1,4,2,2,1,2,2,1,California,Very conservative,Muslim,Most of the time,Urban
collielike_flea,1,4,2,3,1,2,3,1,California,Liberal,Atheist,Some of the time,Suburban
illiterate_amurminnow,1,3,1,3,1,2,3,2,California,Very conservative,Muslim,Most of the time,Urban
semidramatical_boilweevil,2,4,4,4,4,2,8,4,,Moderate,Eastern or Greek Orthodox,Only now and then,Suburban
effortless_arrowana,1,3,2,3,1,2,3,4,South Carolina,Conservative,Atheist,Most of the time,Suburban
thistle_puma,2,3,2,3,1,2,3,3,Florida,Moderate,Agnostic,Most of the time,Suburban
miserly_tigershark,1,1,3,1,1,2,1,4,Massachusetts,Moderate,Protestant,Some of the time,Suburban
cystic_bluejay,1,4,4,1,1,2,1,2,Montana,Conservative,Other,Only now and then,Urban
chiasmic_yapok,1,1,4,2,1,2,2,2,New York,Conservative,Roman Catholic,Most of the time,Rural area
controversial_squab,1,3,2,3,1,2,3,3,Tennessee,Very liberal,Atheist,Most of the time,Suburban
costly_paintedladybutterfly,1,4,1,4,3,1,8,4,California,Moderate,Other,Only now and then,Suburban
baldheaded_mongoose,2,4,1,1,4,2,5,4,,Liberal,Roman Catholic,Only now and then,Urban
relaxer_dwarfrabbit,1,2,4,3,1,2,3,2,Illinois,Very conservative,Protestant,Most of the time,Rural area
pronationalist_uakari,1,1,2,4,1,2,4,2,New York,Very conservative,Roman Catholic,Most of the time,Urban
blueribbon_pike,1,1,4,1,1,2,1,4,,Moderate,Roman Catholic,Some of the time,Suburban
rancid_bobwhite,1,1,2,4,1,2,4,4,California,Conservative,Roman Catholic,Most of the time,Urban
muzzled_tapeworm,2,4,1,2,5,2,6,4,Nevada,Moderate,Nothing in particular,Some of the time,Urban
rightwing_mastodon,2,1,2,2,2,2,6,1,New York,Very liberal,Roman Catholic,Some of the time,Urban
mammoth_asianporcupine,1,3,1,3,1,2,3,4,Georgia,Moderate,Atheist,Some of the time,Suburban
idiocratic_chipmunk,1,3,3,3,1,2,3,2,Texas,Conservative,Other,Some of the time,Suburban
crusted_equine,1,3,4,3,1,2,3,2,North Carolina,Conservative,Atheist,Some of the time,Suburban
povertystricken_nudibranch,1,1,2,4,1,2,4,1,New York,Moderate,Protestant,Most of the time,Urban
snoopy_asiaticlesserfreshwaterclam,1,4,4,4,5,2,8,2,California,Moderate,Other,Most of the time,Rural area
subalgebraic_turtle,2,1,1,1,4,2,5,1,New York,Liberal,Nothing in particular,Some of the time,Urban
derivable_tomtit,2,4,3,3,2,2,7,1,California,Very liberal,Roman Catholic,Most of the time,Urban
bitesized_gopher,1,3,2,1,1,2,1,2,Texas,Conservative,Protestant,Some of the time,Suburban
dialectologic_duiker,1,4,3,2,3,1,6,4,,Conservative,Other,Only now and then,Urban
nutritious_civet,1,4,1,3,3,1,7,4,,Moderate,Nothing in particular,Some of the time,Suburban
hypersthene_ozarkbigearedbat,1,3,4,2,1,2,2,2,Arkansas,Conservative,Protestant,Only now and then,Rural area
piscatory_boubou,2,1,2,1,2,2,5,4,Pennsylvania,Liberal,Nothing in particular,Some of the time,Urban
postwar_moose,2,1,1,2,2,2,6,1,New York,Moderate,Nothing in particular,Only now and then,Urban
physical_bushsqueaker,1,3,1,3,3,1,7,4,,Moderate,Other,Hardly at all,Urban
ironclad_curassow,2,4,1,2,3,1,6,1,Arizona,Moderate,Nothing in particular,Some of the time,Suburban
dopey_thrasher,1,1,1,2,1,2,2,4,,Moderate,Other,Some of the time,Suburban
unallegorical_xenurine,1,3,4,4,1,2,4,1,Alabama,Moderate,Protestant,Most of the time,Suburban
moldavite_cranefly,2,4,2,4,4,2,8,4,California,Moderate,Nothing in particular,Only now and then,Urban
arterial_fly,1,3,4,4,1,2,4,2,Oklahoma,Very conservative,Protestant,Most of the time,Suburban
restorative_basil,1,4,4,2,1,2,2,2,California,Conservative,Protestant,Hardly at all,Suburban
stuffed_ichidna,1,4,2,4,3,1,8,1,New York,Liberal,Agnostic,Some of the time,Suburban
